,id,slug,path,scraped
157,4653970,colorado-flag-fabric-2-6-x-1-75-by-flagfabric,/en/fabric/4653970-colorado-flag-fabric-2-6-x-1-75-by-flagfabric,1
158,6445895,busy-bees-watercolor-by-heatherdutton,/en/fabric/6445895-busy-bees-watercolor-by-heatherdutton,1
159,7101837,wizard-symbols-medium-scale-by-hipkiddesigns,/en/fabric/7101837-wizard-symbols-medium-scale-by-hipkiddesigns,0
160,6183016,distressed-stars-on-navy-by-littlearrowdesign,/en/fabric/6183016-distressed-stars-on-navy-by-littlearrowdesign,0
161,7280470,dragon-scales-purple-by-littlearrowdesign,/en/fabric/7280470-dragon-scales-purple-by-littlearrowdesign,0
162,6303118,cats-black-by-kimsa,/en/fabric/6303118-cats-black-by-kimsa,0
163,6001109,watercolor-pineapples-by-katerinaizotova,/en/fabric/6001109-watercolor-pineapples-by-katerinaizotova,0
164,1441228,remove-before-flight-by-robyriker,/en/fabric/1441228-remove-before-flight-by-robyriker,0
165,5734850,dachshund-floral-vintage-flowers-doxie-fabric-doxie-dachshunds-design-cute-doxie-dog-by-petfriendly,/en/fabric/5734850-dachshund-floral-vintage-flowers-doxie-fabric-doxie-dachshunds-design-cute-doxie-dog-by-petfriendly,1
166,5948591,civil-rights-on-purple-by-landpenguin,/en/fabric/5948591-civil-rights-on-purple-by-landpenguin,0
167,7089223,tattoo-me-tattoo-by-stitchyrichie,/en/fabric/7089223-tattoo-me-tattoo-by-stitchyrichie,1
168,8667773,octopus-ocean-playground-by-honoluludesigns,/en/fabric/8667773-octopus-ocean-playground-by-honoluludesigns,0
169,7178617,owl-post-by-sparkymonster,/en/fabric/7178617-owl-post-by-sparkymonster,0
170,7540781,little-multicolored-dinos-on-white-by-micklyn,/en/fabric/7540781-little-multicolored-dinos-on-white-by-micklyn,1
171,5203321,sakura-branches-by-sveta_aho,/en/fabric/5203321-sakura-branches-by-sveta_aho,0
172,7886276,midcentury-modern-science-by-robyriker,/en/fabric/7886276-midcentury-modern-science-by-robyriker,0
173,7040148,distressed-navy-stars-on-red-stripes-grunge-painted-vintage-distressed-4th-july-american-flag-stripes-by-sweeterthanhoney,/en/fabric/7040148-distressed-navy-stars-on-red-stripes-grunge-painted-vintage-distressed-4th-july-american-flag-stripes-by-sweeterthanhoney,0
174,3870222,whale-pod-blue-by-taraput,/en/fabric/3870222-whale-pod-blue-by-taraput,0
175,7854368,pacific-ocean-by-little_pine_artistry,/en/fabric/7854368-pacific-ocean-by-little_pine_artistry,0
176,4195597,pixel-party-green-by-willowlanetextiles,/en/fabric/4195597-pixel-party-green-by-willowlanetextiles,0
177,6244285,blueberry-by-j_e_c_scott,/en/fabric/6244285-blueberry-by-j_e_c_scott,0
